ibge,anomes,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
293250,202105,6076,13836,4946,12395,172,422,4112,10316,4284,10738
293260,202105,4821,12415,3985,11116,137,346,2788,7874,2925,8220
293270,202105,7402,15960,5857,14312,422,578,4581,12116,5003,12694
293280,202105,4511,11674,3950,10881,239,578,3075,8613,3314,9191
293290,202105,15446,42889,13704,40192,1597,4712,9399,27736,10996,32448
293300,202105,5885,13999,5074,12819,294,705,3735,9498,4029,10203
293305,202105,4241,9884,3713,9235,65,136,3357,8379,3422,8515
293310,202105,2127,5350,1804,4861,42,126,1446,3839,1488,3965
293315,202105,4222,9711,3495,8631,196,417,2872,7097,3068,7514
293317,202105,2731,6258,2437,5850,166,291,1909,4616,2075,4907
293320,202105,12332,29008,10917,27446,210,578,9886,24715,10096,25293
293325,202105,1805,4361,1404,3835,197,517,874,2444,1071,2961
293330,202105,62852,170897,51404,151134,8542,26011,25121,73141,33663,99152
293340,202105,2221,6146,1836,5467,90,271,1299,3847,1389,4118
293345,202105,3719,9774,2989,8656,404,920,1884,6019,2288,6939
293350,202105,6553,18660,5658,17589,54,267,5173,16287,5227,16554
293360,202105,15119,37690,12876,34702,282,1174,11377,30114,11659,31288
310010,202105,972,2139,632,1674,41,141,238,581,279,722
310020,202105,2878,7502,2163,6258,436,1346,574,1619,1010,2965
310030,202105,1918,5277,1476,4516,209,708,960,2836,1169,3544
310040,202105,877,2256,693,1936,30,116,468,1208,498,1324
310050,202105,1499,4398,1258,4023,116,464,841,2598,957,3062
310060,202105,3137,8738,2730,8192,74,290,2283,6792,2357,7082
310070,202105,344,774,246,635,11,23,182,466,193,489
310080,202105,694,1821,505,1484,79,248,241,672,320,920
310090,202105,4833,12365,3992,11013,259,766,2990,8125,3249,8891
310100,202105,3611,9653,3053,8751,61,277,2560,7149,2621,7426
310110,202105,4765,12190,3704,10390,697,2132,1772,4761,2469,6893
310120,202105,647,1543,417,1180,47,151,249,656,296,807
310130,202105,367,941,310,856,26,100,236,625,262,725
310140,202105,274,760,191,623,40,152,73,212,113,364
310150,202105,5802,14700,4334,12057,504,1587,2172,5719,2676,7306
310160,202105,8530,20746,6227,16980,1066,3172,2426,6576,3492,9748
310163,202105,1050,3081,854,2708,184,645,280,814,464,1459
310170,202105,9621,23794,7699,20822,641,1725,5450,14755,6091,16480
310180,202105,1875,4497,1374,3699,157,451,814,2145,971,2596
310190,202105,2770,7844,2270,6949,509,1748,382,1093,891,2841
310200,202105,2002,5746,1499,4790,172,636,743,2306,915,2942
310205,202105,1148,3063,918,2696,119,392,542,1594,661,1986
310210,202105,2584,6843,2128,6029,116,330,1524,4210,1640,4540
310220,202105,1294,3450,1003,2889,76,232,670,1854,746,2086
310230,202105,2231,6049,1794,5248,217,688,1133,3094,1350,3782
310240,202105,1021,2987,872,2730,47,167,620,1883,667,2050
310250,202105,1076,2801,871,2469,17,66,632,1765,649,1831
310260,202105,3221,8160,2161,6319,595,2021,680,1632,1275,3653
310270,202105,2802,6664,2249,5921,86,262,1866,4905,1952,5167
310280,202105,2550,5777,2014,5019,227,601,1263,3026,1490,3627
310285,202105,1885,5865,1570,5303,154,559,968,3258,1122,3817
310290,202105,1181,3022,971,2663,180,572,533,1310,713,1882
310300,202105,1587,4442,1349,4042,133,501,806,2239,939,2740
310310,202105,324,771,211,576,38,100,102,272,140,372
310320,202105,539,1338,381,1098,21,82,222,604,243,686
310330,202105,490,1133,302,813,45,142,120,279,165,421
310340,202105,8254,21258,6665,18585,906,2502,3373,9594,4279,12096
310350,202105,13009,30861,9024,24538,1411,4093,4377,11416,5788,15509
310360,202105,530,1191,411,1040,12,35,283,707,295,742
310370,202105,1299,3935,1109,3584,211,752,352,1212,563,1964
310375,202105,890,2170,634,1792,92,268,361,1020,453,1288
310380,202105,398,900,219,619,33,97,100,269,133,366
310390,202105,475,1369,380,1189,76,246,122,340,198,586
310400,202105,11050,26582,8165,22242,703,2208,5168,13681,5871,15889
310410,202105,859,2449,563,1909,81,308,222,701,303,1009
310420,202105,4688,11908,3293,9348,449,1406,1417,3736,1866,5142
310430,202105,1592,4213,1081,3281,208,693,419,1119,627,1812
310440,202105,683,1765,475,1384,40,140,259,694,299,834
310445,202105,1402,3907,1028,3164,60,173,733,2221,793,2394
310450,202105,4566,11324,3466,9614,140,512,2662,7165,2802,7677
310460,202105,1805,4739,1379,3956,225,698,502,1333,727,2031
310470,202105,3726,8146,2917,7081,275,634,2093,5211,2368,5845
310480,202105,1011,2557,790,2198,93,272,486,1310,579,1582
310490,202105,2877,7683,2275,6707,251,877,1281,3531,1532,4408
310500,202105,1385,3780,1059,3238,178,614,567,1669,745,2283
310510,202105,2160,5522,1469,4273,251,793,573,1670,824,2463
310520,202105,1184,3045,869,2483,137,375,463,1338,600,1713
310530,202105,766,1899,518,1473,67,223,180,414,247,637
310540,202105,3039,8444,2514,7522,506,1599,1149,3278,1655,4877
310550,202105,1290,3196,924,2589,74,267,534,1365,608,1632
310560,202105,15398,39401,11054,31803,1406,4555,4990,12946,6396,17501
310570,202105,1055,2732,838,2430,52,190,633,1803,685,1993
310590,202105,4196,10884,3364,9330,216,660,1969,5125,2185,5785
310600,202105,1396,3970,1140,3446,139,471,614,1758,753,2229
310610,202105,484,1292,313,1015,114,374,47,138,161,512
310620,202105,183187,456066,135204,370734,16942,53920,69921,174344,86863,228264
310630,202105,4666,12477,3663,10524,399,1206,2217,6168,2616,7374
310640,202105,1170,3357,960,2954,166,558,443,1295,609,1853
310650,202105,2501,6823,1846,5577,152,503,1138,3304,1290,3807
310660,202105,1334,3545,1093,3216,28,94,931,2724,959,2818
310665,202105,1449,3629,1180,3256,17,62,971,2730,988,2792
310670,202105,59803,150674,50676,135394,4481,13473,35156,89538,39637,103011
310680,202105,787,1815,650,1624,17,59,556,1339,573,1398
310690,202105,2050,5170,1491,4241,108,348,882,2380,990,2728
310700,202105,486,1049,379,916,22,70,300,705,322,775
310710,202105,5862,16236,4327,13946,845,3176,803,2292,1648,5468
310720,202105,1065,2423,832,2128,32,102,637,1572,669,1674
310730,202105,10456,26934,8932,24550,349,1180,6724,18024,7073,19204
310740,202105,6595,17615,4796,14000,656,2153,1925,5069,2581,7222
310750,202105,1279,3023,975,2589,102,315,552,1349,654,1664
310760,202105,679,1695,478,1388,35,113,260,753,295,866
310770,202105,1104,2910,767,2396,80,299,403,1163,483,1462
310780,202105,4312,10117,3596,9190,68,168,2966,7605,3034,7773
310790,202105,1847,5733,1593,5192,344,1185,272,781,616,1966
310800,202105,2420,7025,1783,5744,339,1327,105,267,444,1594
310810,202105,1328,3201,1097,2833,48,131,796,1987,844,2118
310820,202105,1265,3149,773,2329,162,498,177,559,339,1057
310825,202105,2650,7757,2129,6892,57,326,1747,5465,1804,5791
310830,202105,1956,5340,1421,4326,237,851,626,1783,863,2634
310840,202105,2142,5710,1615,4825,337,1160,440,1142,777,2302
310850,202105,1444,3950,1208,3614,34,166,939,2697,973,2863
310855,202105,3138,8154,2426,7002,154,527,1747,4921,1901,5448
310860,202105,6881,19702,5561,17206,538,1708,3424,10725,3962,12433
310870,202105,981,2313,776,2022,57,127,570,1497,627,1624
310880,202105,1005,2955,803,2553,109,355,450,1400,559,1755
310890,202105,2219,6271,1448,4745,253,895,225,633,478,1528
310900,202105,3932,10732,2729,8129,400,1243,1209,3357,1609,4600
310910,202105,2208,5303,1556,4285,135,434,344,881,479,1315
310920,202105,1923,4901,1472,4236,182,564,869,2450,1051,3014
310925,202105,959,2544,786,2260,48,163,563,1543,611,1706
310930,202105,5929,15026,4169,12215,794,2334,1885,5798,2679,8132
310940,202105,6780,15676,5490,13832,179,527,4281,10527,4460,11054
310945,202105,1312,3356,1037,2919,180,521,503,1385,683,1906
310950,202105,1939,5671,1294,4236,214,765,374,1030,588,1795
310960,202105,735,1935,408,1243,70,252,80,217,150,469
310970,202105,1154,3341,819,2651,207,730,131,388,338,1118
310980,202105,260,618,172,486,19,60,103,284,122,344
310990,202105,1333,3568,1053,3093,145,458,576,1657,721,2115
311000,202105,3928,10748,2882,9040,701,2305,1163,3592,1864,5897
311010,202105,931,2563,752,2228,197,645,348,1003,545,1648
311020,202105,1157,2892,735,2119,40,121,403,1130,443,1251
311030,202105,1727,4183,1236,3391,241,748,557,1455,798,2203
311040,202105,269,833,223,734,69,235,75,230,144,465
311050,202105,3066,7339,2297,6227,346,1060,1196,3081,1542,4141
311060,202105,3304,8304,2473,6799,324,1020,1015,2536,1339,3556
311070,202105,2381,5763,1743,4800,145,520,1020,2611,1165,3131
311080,202105,1181,2631,958,2285,56,144,747,1700,803,1844
311090,202105,2099,6518,1671,5722,376,1391,530,1792,906,3183
311100,202105,2484,6898,1485,4885,268,995,285,808,553,1803
311110,202105,3649,7400,2050,5174,377,995,704,1831,1081,2826
311115,202105,1415,3061,1198,2778,69,152,968,2228,1037,2380
311120,202105,7007,18017,5416,15215,799,2495,2066,5101,2865,7596
311130,202105,1923,4932,1458,4290,102,376,868,2478,970,2854
311140,202105,1471,3600,1176,3200,63,202,851,2270,914,2472
311150,202105,1453,4580,1136,3963,176,691,616,2093,792,2784
311160,202105,3944,11103,2810,9008,707,2438,828,2553,1535,4991
311170,202105,890,2221,705,1979,41,117,446,1324,487,1441
311180,202105,1386,3073,881,2336,170,479,370,984,540,1463
311190,202105,889,2425,677,2019,114,393,279,719,393,1112
311200,202105,2103,5607,1515,4460,269,874,564,1502,833,2376
311205,202105,895,2572,736,2271,37,147,470,1370,507,1517
311210,202105,1030,2946,894,2752,115,310,627,2005,742,2315
311220,202105,764,2061,643,1843,39,137,437,1179,476,1316
311230,202105,8154,23795,6222,19921,1165,3874,2274,7397,3439,11271
311240,202105,1099,2789,857,2446,176,503,380,1095,556,1598
311250,202105,1172,3310,908,2795,185,545,354,1039,539,1584
311260,202105,2789,6679,1803,4990,236,745,809,1982,1045,2727
311265,202105,1310,3350,967,2776,39,148,667,1871,706,2019
311270,202105,2989,8809,2617,8210,127,546,1938,5851,2065,6397
311280,202105,1082,2765,533,1649,79,276,71,181,150,457
311290,202105,1891,5559,1721,5213,123,369,1197,3629,1320,3998
311300,202105,4833,13053,3979,11638,176,653,3189,9148,3365,9801
311310,202105,572,1561,487,1412,38,120,315,880,353,1000
311320,202105,3307,9852,2865,8914,321,1193,1479,4180,1800,5373
311330,202105,5416,13744,4321,11991,448,1308,2466,6964,2914,8272
311340,202105,10603,28922,8404,25085,2011,6484,2503,7055,4514,13539
311350,202105,2504,6008,1789,4735,173,466,967,2319,1140,2785
311360,202105,1137,2728,752,2177,196,638,266,755,462,1393
311370,202105,4779,11298,3546,9390,178,586,2378,5937,2556,6523
311380,202105,367,1089,267,882,63,207,123,426,186,633
311390,202105,1789,5327,1430,4831,602,2268,387,1201,989,3469
311400,202105,1593,4282,1168,3458,220,661,355,936,575,1597
311410,202105,1823,5165,1460,4603,212,745,840,2559,1052,3304
311420,202105,1536,4434,1086,3505,189,689,300,824,489,1513
311430,202105,4263,10964,2857,8249,466,1383,1014,2825,1480,4208
311440,202105,3030,8251,2311,7047,605,2140,489,1372,1094,3512
311450,202105,1792,5252,1302,4352,327,1239,326,922,653,2161
311455,202105,1013,2214,680,1724,164,425,269,719,433,1144
311460,202105,518,1546,339,1155,67,275,76,207,143,482
311470,202105,525,1576,354,1187,79,297,54,176,133,473
311480,202105,1109,2729,909,2419,65,152,689,1847,754,1999
311490,202105,252,737,192,623,31,126,92,262,123,388
311500,202105,481,1151,382,1008,18,62,257,646,275,708
311510,202105,3331,8428,2337,6747,300,963,1030,2791,1330,3754
311520,202105,657,1771,577,1625,72,250,331,911,403,1161
311530,202105,8695,19977,5603,15072,1303,3888,1514,3865,2817,7753
311535,202105,813,2213,554,1675,89,277,198,558,287,835
311540,202105,510,1565,453,1459,60,222,327,1021,387,1243
311545,202105,2011,5657,1722,5208,91,309,1335,3997,1426,4306
311547,202105,1534,3754,1339,3460,47,107,989,2561,1036,2668
311550,202105,2877,7792,2313,6794,324,1064,1030,2839,1354,3903
311560,202105,317,671,204,502,74,172,56,132,130,304
311570,202105,1626,3707,1156,3055,36,105,916,2446,952,2551
311580,202105,2173,4058,1471,3226,174,316,969,2143,1143,2459
311590,202105,525,1362,421,1205,76,246,232,657,308,903
311600,202105,1718,3874,1436,3506,96,245,1176,2822,1272,3067
311610,202105,2302,7122,1922,6375,158,614,1181,3815,1339,4429
311615,202105,3336,9139,2714,8119,107,387,2170,6369,2277,6756
311620,202105,426,1062,368,997,9,32,319,859,328,891
311630,202105,1359,3680,1119,3198,97,303,721,2004,818,2307
311640,202105,715,1879,578,1671,58,198,298,785,356,983
311650,202105,1977,4894,1614,4337,190,538,980,2557,1170,3095
311660,202105,2934,8305,2197,6877,353,1208,601,1567,954,2775
311670,202105,1595,4044,1185,3312,162,500,501,1372,663,1872
311680,202105,2216,6125,1680,5137,122,362,1185,3611,1307,3973
311690,202105,604,1283,477,1128,37,71,348,872,385,943
311700,202105,2241,5255,1784,4615,21,104,1523,3829,1544,3933
311710,202105,1527,4337,1121,3622,267,940,384,1243,651,2183
311720,202105,438,1249,347,1089,38,135,179,567,217,702
311730,202105,3579,9145,2390,6823,669,2056,518,1490,1187,3546
311740,202105,928,2348,775,2163,71,184,634,1833,705,2017
311750,202105,3942,11471,3175,10114,359,1242,1949,5989,2308,7231
311760,202105,668,1848,548,1636,67,245,287,753,354,998
311770,202105,2193,6105,1731,5308,287,891,785,2326,1072,3217
311780,202105,1375,3865,1002,3151,149,553,361,974,510,1527
311783,202105,2308,6090,1889,5391,31,148,1539,4222,1570,4370
311787,202105,839,2364,649,1930,92,308,291,750,383,1058
311790,202105,1502,4040,981,3071,224,769,276,817,500,1586
311800,202105,4965,14678,4031,12715,847,2760,583,1560,1430,4320
311810,202105,952,2812,756,2473,45,163,517,1659,562,1822
311820,202105,813,1937,607,1624,62,197,389,977,451,1174
311830,202105,8478,23752,5928,18336,1623,5384,743,2233,2366,7617
311840,202105,3748,9190,3037,8182,205,596,2299,6138,2504,6734
311850,202105,371,964,300,833,13,41,201,529,214,570
311860,202105,62466,154333,48380,130555,6342,18594,28031,71843,34373,90437
311870,202105,1915,4993,1344,3989,223,752,578,1568,801,2320
311880,202105,6536,16483,5487,15046,289,655,4133,11612,4422,12267
311890,202105,1725,4066,1332,3524,89,255,930,2341,1019,2596
311900,202105,758,1901,566,1636,50,161,361,1018,411,1179
311910,202105,4101,10417,3108,9116,540,1546,1566,4791,2106,6337
311920,202105,2146,5536,1731,4940,118,284,1100,3266,1218,3550
311930,202105,3916,8960,2845,7486,808,2327,922,2249,1730,4576
311940,202105,15862,40719,11757,33026,1561,4807,5462,14272,7023,19079
311950,202105,2335,6117,1788,5213,113,365,1098,3251,1211,3616
311960,202105,497,1210,394,1058,27,94,244,596,271,690
311970,202105,421,1314,313,1050,56,232,73,204,129,436
311980,202105,459,1225,248,812,19,61,92,297,111,358
311990,202105,536,1245,339,949,59,202,143,353,202,555
311995,202105,974,2657,516,1615,18,58,78,160,96,218
312000,202105,789,1915,588,1616,52,131,372,1048,424,1179
312010,202105,990,2650,772,2302,42,141,523,1496,565,1637
312015,202105,1392,3955,1237,3709,42,175,1013,2969,1055,3144
312020,202105,1712,5142,1267,4163,216,751,292,857,508,1608
312030,202105,2066,4948,1789,4645,14,49,1690,4385,1704,4434
312040,202105,846,2437,605,1972,73,238,268,848,341,1086
312050,202105,1209,3654,977,3216,211,839,333,973,544,1812
312060,202105,881,2110,579,1733,141,431,263,796,404,1227
312070,202105,930,2590,661,2050,32,114,383,1116,415,1230
312080,202105,2739,6608,2081,5642,114,328,1412,3674,1526,4002
312083,202105,920,2342,706,2013,49,175,509,1401,558,1576
312087,202105,2557,6517,2079,5780,47,145,1665,4650,1712,4795
312090,202105,10477,26824,8241,23356,1084,3378,4408,12042,5492,15420
312100,202105,1590,4497,1271,3910,85,323,793,2333,878,2656
312110,202105,1068,3216,882,2849,177,662,334,984,511,1646
312120,202105,1030,2718,701,2151,187,668,202,504,389,1172
312125,202105,1777,4442,1490,4048,99,293,1142,3002,1241,3295
312130,202105,1061,2562,803,2135,72,213,355,861,427,1074
312140,202105,710,2027,582,1768,113,384,259,719,372,1103
312150,202105,482,1308,416,1183,19,60,289,767,308,827
312160,202105,9282,24563,7164,20882,822,2636,3557,9952,4379,12588
312170,202105,906,2397,705,2014,35,124,467,1294,502,1418
312180,202105,1408,3703,1130,3187,145,421,606,1668,751,2089
312190,202105,689,1875,518,1565,77,265,205,584,282,849
312200,202105,4456,12014,3530,10524,882,2602,1445,4391,2327,6993
312210,202105,1406,3067,1030,2542,46,131,777,1876,823,2007
312220,202105,1596,4873,1382,4474,99,335,892,2903,991,3238
312230,202105,14674,37003,10042,28779,2235,7263,2322,5606,4557,12869
312235,202105,1991,4896,1566,4302,99,310,1126,3000,1225,3310
312240,202105,736,2302,563,1942,106,399,171,574,277,973
312245,202105,2745,6848,2268,6130,52,120,1910,5139,1962,5259
312247,202105,1020,2382,744,1989,117,336,421,1113,538,1449
312250,202105,970,2548,621,1859,75,234,225,649,300,883
312260,202105,969,2547,773,2252,35,134,602,1682,637,1816
312270,202105,744,2019,568,1670,34,128,313,846,347,974
312280,202105,426,1224,332,1056,89,301,56,163,145,464
312290,202105,824,2351,677,2091,121,416,225,656,346,1072
312300,202105,1014,3023,680,2203,162,575,132,352,294,927
312310,202105,972,2843,786,2468,114,389,376,1131,490,1520
312320,202105,2034,5128,1493,4208,324,949,337,927,661,1876
312330,202105,871,2496,714,2169,66,230,448,1317,514,1547
312340,202105,258,652,186,537,35,132,93,226,128,358
312350,202105,253,510,181,432,17,46,127,297,144,343
312352,202105,1585,4684,1403,4349,92,286,840,2791,932,3077
312360,202105,3031,8568,2253,7118,408,1424,806,2353,1214,3777
312370,202105,1920,4852,1571,4265,160,490,986,2555,1146,3045
312380,202105,2185,4867,1822,4403,5,15,1636,3900,1641,3915
312385,202105,1258,3341,986,2867,164,501,418,1239,582,1740
312390,202105,1929,5408,1449,4539,194,713,542,1549,736,2262
312400,202105,2924,8150,2452,7361,685,2245,815,2429,1500,4674
312410,202105,12303,32935,10075,29298,1704,5032,5692,16330,7396,21362
312420,202105,3921,10238,3258,9165,603,1837,1713,4667,2316,6504
312430,202105,8003,20891,6587,18397,340,1097,4772,12988,5112,14085
312440,202105,968,3088,796,2703,372,1343,129,404,501,1747
312450,202105,1201,3478,920,2985,253,861,283,963,536,1824
312460,202105,460,1146,327,944,49,135,176,530,225,665
312470,202105,479,1148,296,818,29,90,107,264,136,354
312480,202105,1036,2520,729,2071,89,288,378,1008,467,1296
312490,202105,2218,5226,1757,4571,182,521,1018,2592,1200,3113
312500,202105,1064,2552,876,2296,42,144,642,1659,684,1803
312510,202105,3935,10345,2817,8247,685,1960,669,1963,1354,3923
312520,202105,260,668,203,580,44,143,88,240,132,383
312530,202105,632,1487,540,1378,23,58,458,1196,481,1254
312540,202105,1632,4409,1121,3424,136,442,640,1894,776,2336
312550,202105,809,2087,627,1737,46,148,413,1060,459,1208
312560,202105,1965,5060,1584,4462,72,202,1177,3335,1249,3537
312570,202105,2362,5539,1776,4818,451,1212,747,2148,1198,3360
312580,202105,619,1661,438,1291,57,193,196,527,253,720
312590,202105,1613,4609,1270,3912,81,346,806,2282,887,2628
312595,202105,2057,5827,1723,5277,259,725,1033,3338,1292,4063
312600,202105,1193,2814,696,1875,111,378,124,379,235,757
312610,202105,7133,17773,4808,13534,685,2114,1738,4422,2423,6536
312620,202105,2575,6509,1917,5581,52,179,1531,4551,1583,4730
312630,202105,305,841,213,672,31,117,80,252,111,369
312640,202105,513,1373,361,1113,37,131,161,492,198,623
312650,202105,2068,5147,1451,4016,65,188,1033,2724,1098,2912
312660,202105,1328,3203,1017,2675,92,245,686,1751,778,1996
312670,202105,5081,13081,4248,11772,176,663,3163,8392,3339,9055
312675,202105,1317,3314,1085,2978,56,162,890,2413,946,2575
312680,202105,1410,3899,1222,3599,42,174,1011,2905,1053,3079
312690,202105,3010,6228,2331,5421,43,107,1962,4569,2005,4676
312695,202105,979,2567,833,2337,47,97,651,1835,698,1932
312700,202105,2101,5427,1541,4416,142,473,910,2465,1052,2938
312705,202105,1457,3378,1258,3090,13,40,1156,2816,1169,2856
312707,202105,1374,3883,1063,3343,68,279,701,2107,769,2386
312710,202105,6527,14818,3947,10838,944,2790,1106,3183,2050,5973
312720,202105,1100,2830,822,2399,94,289,503,1422,597,1711
312730,202105,1658,3850,1175,3191,93,278,698,1837,791,2115
312733,202105,1395,3623,1051,2973,26,86,740,1974,766,2060
312735,202105,737,1918,607,1669,78,217,348,887,426,1104
312737,202105,805,1750,580,1438,61,166,391,949,452,1115
312738,202105,723,1800,521,1461,46,144,311,828,357,972
312740,202105,432,1072,254,775,47,163,58,127,105,290
312750,202105,1583,4492,1187,3750,182,610,553,1664,735,2274
312760,202105,1820,5251,1313,4208,225,739,487,1513,712,2252
312770,202105,44988,106521,28562,78511,5475,16238,9864,26239,15339,42477
312780,202105,2450,7134,2066,6508,235,764,1356,4279,1591,5043
312790,202105,250,579,139,405,6,24,40,82,46,106
312800,202105,5075,13960,3895,11732,837,2651,1520,4388,2357,7039
312810,202105,1545,4094,1040,3267,254,876,382,1104,636,1980
312820,202105,1765,4601,1436,4033,66,217,1075,2957,1141,3174
312825,202105,1383,3161,1212,2944,21,61,1053,2504,1074,2565
312830,202105,2818,7770,1743,5602,313,1130,462,1400,775,2530
312840,202105,1410,3672,1140,3223,66,249,695,1837,761,2086
312850,202105,985,2315,701,1900,19,72,442,1101,461,1173
312860,202105,1103,2812,757,2289,188,584,179,512,367,1096
312870,202105,6224,16400,3925,12035,587,1908,1021,2852,1608,4760
312880,202105,1478,3627,1142,3070,43,138,677,1836,720,1974
312890,202105,2288,5574,1705,4631,134,332,871,2402,1005,2734
312900,202105,1253,3146,1021,2843,149,467,481,1447,630,1914
312910,202105,1574,2865,854,1931,190,365,314,755,504,1120
312920,202105,1006,2623,707,2147,113,405,277,754,390,1159
312930,202105,2431,5874,1866,5043,388,1054,839,2339,1227,3393
312940,202105,998,2689,792,2397,63,243,458,1327,521,1570
312950,202105,3072,7486,2047,5851,476,1504,694,1898,1170,3402
312960,202105,1846,4783,1570,4375,80,201,1198,3423,1278,3624
312965,202105,1640,4421,1367,4005,105,285,963,2814,1068,3099
312970,202105,1453,4000,1174,3556,143,506,729,2096,872,2602
312980,202105,24804,66575,20092,58290,3933,12199,9263,25281,13196,37480
312990,202105,518,1257,347,970,59,195,175,436,234,631
313000,202105,479,1362,362,1148,24,107,218,654,242,761
313005,202105,2592,7293,2198,6630,140,398,1595,4761,1735,5159
313010,202105,5263,14039,4224,12387,700,2232,2513,7249,3213,9481
313020,202105,1105,3246,805,2589,130,435,163,454,293,889
313030,202105,1185,2619,811,2095,71,229,539,1322,610,1551
313040,202105,829,2503,685,2219,39,165,420,1286,459,1451
313050,202105,1791,4844,1258,4047,196,761,410,1155,606,1916
313055,202105,1919,5058,1708,4756,57,177,1482,4103,1539,4280
313060,202105,972,2334,705,1885,140,444,149,370,289,814
313065,202105,1680,4862,1480,4538,45,154,1164,3485,1209,3639
313070,202105,960,2474,737,2104,70,212,429,1186,499,1398
313080,202105,395,1080,294,887,53,180,111,278,164,458
313090,202105,5297,13646,4498,12376,316,987,3101,8419,3417,9406
313100,202105,1340,3433,1036,2997,26,106,793,2238,819,2344
313110,202105,1482,3873,1103,3215,95,335,614,1669,709,2004
313115,202105,2784,7782,2223,6708,272,957,1194,3324,1466,4281
313120,202105,3848,8971,2824,7630,199,588,1897,5134,2096,5722
313130,202105,32166,80972,24580,67276,2418,7563,14164,36501,16582,44064
313140,202105,684,1447,430,1095,25,61,311,793,336,854
313150,202105,1390,3826,1044,3214,316,1048,177,493,493,1541
313160,202105,1243,3050,978,2656,21,71,754,1983,775,2054
313170,202105,11286,31480,8344,26034,1321,4525,3449,10031,4770,14556
313180,202105,2188,5711,1586,4489,248,671,886,2508,1134,3179
313190,202105,4404,12457,3238,10109,563,1902,1131,3276,1694,5178
313200,202105,1120,3049,978,2802,14,48,828,2301,842,2349
313210,202105,3953,11067,3242,9794,369,1173,1972,5799,2341,6972
313220,202105,1770,4577,1182,3415,156,500,500,1281,656,1781
313230,202105,3007,8216,2468,7552,43,149,2063,6444,2106,6593
313240,202105,10194,24532,6637,18941,969,3176,3087,8227,4056,11403
313250,202105,6229,17978,4770,14830,850,2597,2141,6425,2991,9022
313260,202105,689,1760,506,1438,62,227,256,662,318,889
313270,202105,5884,14245,4748,12696,528,1271,3309,9108,3837,10379
313280,202105,470,1308,306,969,37,135,129,387,166,522
313290,202105,1001,3037,753,2590,185,708,273,925,458,1633
313300,202105,1648,4324,1216,3580,291,924,330,857,621,1781
313310,202105,1234,3596,963,3033,150,565,294,802,444,1367
313320,202105,2113,5551,1540,4633,267,899,588,1826,855,2725
313330,202105,4244,10856,3218,9309,147,524,2114,6063,2261,6587
313340,202105,1418,3143,1016,2587,78,212,726,1824,804,2036
313350,202105,2996,8186,1963,5889,220,744,748,1953,968,2697
313360,202105,1549,3735,1064,2956,150,499,562,1440,712,1939
313370,202105,1501,4079,1232,3556,164,523,620,1644,784,2167
313375,202105,1840,4801,1189,3563,227,732,253,686,480,1418
313380,202105,6445,15824,4675,12639,737,2249,2291,5528,3028,7777
313390,202105,813,2561,708,2386,50,217,478,1541,528,1758
313400,202105,3685,8929,2857,7806,117,346,2218,5949,2335,6295
313410,202105,1362,3429,1059,2913,58,188,796,2131,854,2319
313420,202105,15870,34885,8351,22428,1885,5619,1105,2942,2990,8561
313430,202105,981,2795,761,2347,121,458,338,898,459,1356
313440,202105,6108,13172,4090,10549,361,967,2594,6711,2955,7678
313450,202105,743,1943,525,1527,87,280,184,457,271,737
313460,202105,2130,5945,1691,5253,337,1182,786,2312,1123,3494
313470,202105,2901,7240,2296,6355,206,568,1559,4370,1765,4938
313480,202105,1049,2942,616,1990,53,191,206,616,259,807
313490,202105,2987,7218,1557,4618,362,1171,371,1081,733,2252
313500,202105,543,1496,399,1189,33,101,163,450,196,551
313505,202105,10239,26598,8727,24543,319,1074,7027,19768,7346,20842
313507,202105,1495,3791,1224,3369,30,126,992,2648,1022,2774
313510,202105,14425,39041,11254,32784,1339,3830,5286,15164,6625,18994
313520,202105,14900,40729,11921,35649,556,1926,8983,26276,9539,28202
313530,202105,560,1626,424,1343,45,157,148,404,193,561
313535,202105,2420,6569,1998,5772,264,684,1247,3631,1511,4315
313540,202105,805,2341,650,1973,113,355,277,762,390,1117
313545,202105,1141,3735,969,3383,132,500,533,1786,665,2286
313550,202105,1828,5425,1519,4706,287,980,804,2392,1091,3372
313560,202105,2748,5317,2069,4492,56,92,1757,3845,1813,3937
313570,202105,1012,2851,830,2530,202,641,333,995,535,1636
313580,202105,5982,14960,4686,12824,489,1382,2855,7765,3344,9147
313590,202105,1090,2966,884,2666,176,568,447,1423,623,1991
313600,202105,4191,10790,3493,9722,81,292,2990,8175,3071,8467
313610,202105,1088,2661,876,2307,81,244,577,1434,658,1678
313620,202105,5485,14244,4309,12138,483,1569,2563,6923,3046,8492
313630,202105,8930,21092,6395,17324,603,1906,3948,10422,4551,12328
313640,202105,1226,2596,753,2000,118,331,409,1080,527,1411
313650,202105,1720,5052,1360,4450,97,375,884,2922,981,3297
313652,202105,792,2408,714,2257,95,315,472,1450,567,1765
313655,202105,1155,2843,901,2529,52,141,669,1896,721,2037
