ibge,anomes,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
220557,202109,1774,5192,1463,4506,111,361,1034,3111,1145,3472
220558,202109,1444,3694,1134,3260,17,66,975,2771,992,2837
220559,202109,1863,4456,1584,4028,19,40,1292,3334,1311,3374
220560,202109,1806,3993,1485,3593,49,87,1329,3262,1378,3349
220570,202109,7649,21888,6976,20936,500,1289,5538,16916,6038,18205
220580,202109,7108,18776,6471,17769,108,274,5824,15982,5932,16256
220585,202109,2146,6525,1761,5833,36,92,1459,4874,1495,4966
220590,202109,1437,3770,1190,3409,92,205,854,2518,946,2723
220595,202109,2700,7145,2444,6803,17,70,2192,6056,2209,6126
220600,202109,1489,3187,1263,2920,71,86,1082,2567,1153,2653
220605,202109,1640,4702,1407,4286,18,94,1154,3419,1172,3513
220610,202109,2869,8161,2686,7888,25,122,2519,7353,2544,7475
220620,202109,8234,24456,7537,23517,138,694,6876,21244,7014,21938
220630,202109,390,1123,304,969,22,75,203,632,225,707
220635,202109,1845,5392,1649,4990,41,179,1304,3832,1345,4011
220640,202109,2452,6731,2085,6210,64,247,1704,5032,1768,5279
220650,202109,2192,5813,1883,5347,30,91,1539,4355,1569,4446
220660,202109,2608,8069,2219,7432,69,329,1857,6128,1926,6457
220665,202109,1291,3790,1090,3456,27,134,919,2851,946,2985
220667,202109,1689,5029,1523,4730,64,223,1235,3814,1299,4037
220669,202109,1723,4958,1653,4853,51,177,1475,4261,1526,4438
220670,202109,2261,5707,1804,5078,19,73,1563,4396,1582,4469
220672,202109,3324,7974,2691,7208,82,272,2400,6343,2482,6615
220675,202109,1348,3560,1202,3298,36,89,979,2681,1015,2770
220680,202109,2819,7410,2687,7230,119,212,2429,6666,2548,6878
220690,202109,1637,4225,1442,3930,64,184,1127,3066,1191,3250
220695,202109,934,2534,868,2416,21,60,756,2096,777,2156
220700,202109,10657,25058,8637,22341,350,837,6603,16996,6953,17833
220710,202109,941,2486,693,2031,30,82,528,1507,558,1589
220720,202109,2163,5049,1946,4765,15,54,1707,4133,1722,4187
220730,202109,1362,3681,1158,3349,16,66,987,2796,1003,2862
220735,202109,1025,2288,804,1954,28,75,658,1553,686,1628
220740,202109,1401,3541,1122,3173,32,73,939,2705,971,2778
220750,202109,3990,9798,3506,9112,164,360,3098,8077,3262,8437
220755,202109,1431,3331,1194,2982,21,61,995,2432,1016,2493
220760,202109,3182,8450,2794,7935,60,172,2549,7286,2609,7458
220770,202109,24855,71321,21090,65007,6146,19885,7345,23820,13491,43705
220775,202109,1220,2963,1085,2793,8,27,1046,2676,1054,2703
220777,202109,1646,4101,1268,3530,37,89,964,2709,1001,2798
220779,202109,1297,3305,1122,3045,24,66,974,2617,998,2683
220780,202109,6016,14462,5170,13214,219,602,4107,10353,4326,10955
220785,202109,1503,3304,1318,3068,6,14,1262,2920,1268,2934
220790,202109,10524,29031,9481,27541,159,648,8005,23052,8164,23700
220793,202109,956,2470,768,2148,8,11,638,1813,646,1824
220795,202109,1453,3642,1277,3408,28,77,1115,2978,1143,3055
220800,202109,18978,40845,16139,37148,592,1242,12624,29045,13216,30287
220810,202109,3153,8510,2654,7651,43,116,2206,6294,2249,6410
220820,202109,5246,13235,4567,12237,242,496,3553,9584,3795,10080
220830,202109,7483,19263,6700,18167,266,734,5515,14773,5781,15507
220840,202109,12603,37042,10540,32922,2378,6994,4894,16049,7272,23043
220850,202109,3243,9723,2920,9322,41,209,2607,8346,2648,8555
220855,202109,719,1767,629,1648,21,58,567,1479,588,1537
220860,202109,1081,2619,943,2405,13,54,865,2176,878,2230
220865,202109,2499,6472,1928,5462,61,228,1427,3914,1488,4142
220870,202109,3180,8425,2639,7723,26,123,2430,7098,2456,7221
220880,202109,5447,12614,4690,11678,69,242,4314,10633,4383,10875
220885,202109,1451,4208,1203,3802,63,190,935,3019,998,3209
220887,202109,1615,3384,1353,3052,13,28,1254,2817,1267,2845
220890,202109,1447,4263,1258,3990,46,149,1047,3377,1093,3526
220900,202109,2050,4808,1713,4378,32,76,1497,3812,1529,3888
220910,202109,1585,4192,1333,3820,65,164,1083,3146,1148,3310
220915,202109,1006,2624,809,2270,16,52,625,1678,641,1730
220920,202109,1479,4475,1285,4221,61,223,1059,3513,1120,3736
220930,202109,1839,4783,1543,4364,21,62,1438,4060,1459,4122
220935,202109,1124,3168,907,2705,23,99,585,1644,608,1743
220937,202109,1553,3974,1332,3626,24,83,1074,2873,1098,2956
220940,202109,1625,4370,1299,3803,29,89,1017,2945,1046,3034
220945,202109,493,1619,408,1453,16,85,303,1057,319,1142
220950,202109,1450,3279,962,2537,20,56,763,1943,783,1999
220955,202109,1662,4140,1379,3658,26,65,1185,3110,1211,3175
220960,202109,830,2064,619,1712,31,89,435,1149,466,1238
220965,202109,1842,4910,1597,4553,15,92,1379,3860,1394,3952
220970,202109,2047,4711,1508,3924,24,57,1274,3282,1298,3339
220975,202109,700,1927,600,1802,9,50,539,1577,548,1627
220980,202109,1179,3253,1044,3071,33,116,873,2550,906,2666
220985,202109,1342,3336,1164,3077,61,133,944,2460,1005,2593
220987,202109,1508,4356,1333,4053,56,189,1079,3256,1135,3445
220990,202109,1731,4697,1523,4387,14,80,1305,3710,1319,3790
220995,202109,1180,3378,980,3012,30,89,736,2269,766,2358
220997,202109,2417,7191,2231,6891,44,168,1981,6058,2025,6226
221000,202109,4588,12301,4037,11500,83,332,3475,9819,3558,10151
221005,202109,1522,3871,1388,3646,14,68,1209,3082,1223,3150
221010,202109,1289,2810,1013,2474,18,51,881,2117,899,2168
221020,202109,1603,4743,1451,4488,19,70,1118,3433,1137,3503
221030,202109,1720,4069,1467,3762,19,52,1276,3328,1295,3380
221035,202109,1573,3941,1370,3672,22,27,1224,3358,1246,3385
221037,202109,743,1950,615,1731,9,25,450,1203,459,1228
221038,202109,543,1479,421,1267,13,41,285,849,298,890
221039,202109,894,2403,759,2180,25,106,611,1696,636,1802
221040,202109,4387,12395,3826,11407,198,526,3050,9168,3248,9694
221050,202109,4003,10216,3544,9638,67,199,3198,8698,3265,8897
221060,202109,9004,24611,7460,22090,348,799,5933,17835,6281,18634
221062,202109,1162,3641,998,3370,35,145,806,2705,841,2850
221063,202109,1124,2988,968,2763,55,157,767,2171,822,2328
221065,202109,2713,6819,2376,6240,15,49,2093,5424,2108,5473
221070,202109,3527,10566,2848,9150,327,986,1717,5665,2044,6651
221080,202109,3582,8609,2939,7658,56,180,2421,6211,2477,6391
221090,202109,1453,3620,1194,3217,9,29,1020,2702,1029,2731
221093,202109,1442,3901,1315,3658,136,347,909,2492,1045,2839
221095,202109,889,2298,755,2094,8,21,642,1755,650,1776
221097,202109,887,2219,668,1831,21,53,501,1305,522,1358
221100,202109,123452,319962,102866,285415,10143,29792,67008,180601,77151,210393
221110,202109,10034,29400,9190,28291,125,595,8269,25273,8394,25868
221120,202109,4908,13334,4373,12506,157,440,3787,10883,3944,11323
221130,202109,5738,14175,4366,11602,813,2000,2234,5964,3047,7964
221135,202109,1830,4512,1630,4247,42,93,1456,3814,1498,3907
221140,202109,1381,3154,1161,2878,10,33,1053,2574,1063,2607
221150,202109,1121,2770,877,2354,20,87,678,1705,698,1792
221160,202109,756,1833,668,1721,27,35,538,1408,565,1443
221170,202109,1023,2866,938,2714,8,29,823,2343,831,2372
230010,202109,3149,8069,2592,7138,33,100,2137,5770,2170,5870
230015,202109,3186,9992,2817,9252,152,528,1987,6547,2139,7075
230020,202109,13270,41164,12414,39888,368,1376,10623,34075,10991,35451
230030,202109,13288,32412,11149,29639,252,634,9671,25791,9923,26425
230040,202109,4623,11622,3824,10333,39,182,3218,8569,3257,8751
230050,202109,2796,8496,2136,6992,332,1033,948,3045,1280,4078
230060,202109,2440,6517,1954,5657,30,110,1547,4401,1577,4511
230070,202109,4311,10804,3454,9238,222,606,2431,6438,2653,7044
230075,202109,9179,28959,8399,27609,653,2178,6426,21164,7079,23342
230080,202109,3118,6477,2374,5574,4,9,2174,5124,2178,5133
230090,202109,4565,10862,3861,9761,194,448,3095,7794,3289,8242
230100,202109,19171,47578,16776,44453,1445,3532,11904,31930,13349,35462
230110,202109,13061,37861,10926,33737,1727,5208,5658,17677,7385,22885
230120,202109,8089,20838,7083,19239,533,1221,5215,14385,5748,15606
230125,202109,3255,8432,2641,7470,96,291,2035,5672,2131,5963
230130,202109,5801,17400,4720,15071,410,1328,3049,9655,3459,10983
230140,202109,3498,10309,2968,9230,82,337,2265,6881,2347,7218
230150,202109,1672,4883,1375,4237,224,603,784,2507,1008,3110
230160,202109,6684,16831,5767,15454,118,360,4847,12802,4965,13162
230170,202109,6709,18400,5490,15964,380,968,3855,11148,4235,12116
230180,202109,1693,4614,1429,4102,18,78,1166,3247,1184,3325
230185,202109,4610,12633,3906,11472,302,884,2843,8405,3145,9289
230190,202109,14459,40942,12125,36658,1349,4070,7166,21547,8515,25617
230195,202109,5594,15861,5065,14893,402,1144,3779,11124,4181,12268
230200,202109,5162,13912,4321,12373,158,439,3321,9354,3479,9793
230205,202109,4480,12389,3916,11566,235,652,2962,8722,3197,9374
230210,202109,10554,24567,8918,22410,400,1073,6977,17315,7377,18388
230220,202109,14452,35603,12681,33087,625,1589,10431,26962,11056,28551
230230,202109,7188,20472,6423,18956,459,1251,4733,13985,5192,15236
230240,202109,13156,34671,11334,31570,271,1126,9367,25463,9638,26589
230250,202109,9148,24801,8471,23764,222,704,6860,18669,7082,19373
230260,202109,15230,43531,13165,39943,2283,6414,6942,21846,9225,28260
230270,202109,7941,20638,6099,17258,585,1559,3849,11072,4434,12631
230280,202109,20844,54409,17084,48173,419,1583,13495,36706,13914,38289
230290,202109,5110,13744,4210,12069,235,547,3204,9180,3439,9727
230300,202109,5005,12959,4527,12317,84,221,3998,10871,4082,11092
230310,202109,4864,13509,4115,12171,126,466,2958,8561,3084,9027
230320,202109,8092,22778,6789,20442,194,762,5254,15488,5448,16250
230330,202109,4907,12958,3902,11075,113,348,2962,8194,3075,8542
230340,202109,3969,11869,3403,10716,214,708,2410,7464,2624,8172
230350,202109,18551,49488,16165,46014,823,2557,10995,31481,11818,34038
230360,202109,3087,7899,2453,6799,123,324,1725,4715,1848,5039
230365,202109,3173,7640,2618,6830,57,230,2229,5737,2286,5967
230370,202109,62402,165944,53304,152768,6905,19900,33541,96543,40446,116443
230380,202109,6505,17503,5144,15044,115,403,3840,10962,3955,11365
230390,202109,3576,10167,3080,9372,77,297,2409,7242,2486,7539
230393,202109,3522,9927,2801,8469,66,329,2184,6333,2250,6662
230395,202109,5940,15867,5130,14529,425,1114,3507,10004,3932,11118
230400,202109,5610,15032,4971,14012,63,304,4055,11135,4118,11439
230410,202109,14024,40770,11594,36393,944,3101,7861,24787,8805,27888
230420,202109,30441,80840,24802,71293,2857,8321,14208,40425,17065,48746
230423,202109,4959,14282,4342,13085,165,546,3401,10131,3566,10677
230425,202109,5952,17703,5430,16654,491,1490,3824,11683,4315,13173
230426,202109,2946,7468,2172,6004,28,89,1643,4443,1671,4532
230427,202109,1942,5266,1387,4143,82,244,887,2542,969,2786
230428,202109,10240,26499,8782,24341,1427,3733,4883,13626,6310,17359
230430,202109,5128,14008,4050,12154,161,499,3043,9023,3204,9522
230435,202109,6374,15970,5303,14114,735,1784,3105,8372,3840,10156
230440,202109,442576,1059738,369639,954677,32797,88749,247644,628826,280441,717575
230445,202109,4379,11399,3510,9874,205,548,2393,6575,2598,7123
230450,202109,3716,10349,3234,9649,224,788,2375,6888,2599,7676
230460,202109,2195,5966,1902,5509,45,181,1611,4619,1656,4800
230465,202109,4384,11814,3699,10530,121,385,2801,7695,2922,8080
230470,202109,11651,37492,10447,35299,874,3174,7318,24494,8192,27668
230480,202109,1518,4295,1266,3847,61,236,935,2740,996,2976
230490,202109,2713,7360,2302,6597,168,522,1452,3925,1620,4447
230495,202109,5954,17007,5242,15745,560,1692,3264,9860,3824,11552
230500,202109,9599,29993,8500,28015,246,963,6925,22857,7171,23820
230510,202109,1731,4846,1356,4071,156,484,749,2206,905,2690
230520,202109,4900,13135,4229,11979,365,897,2905,8309,3270,9206
230523,202109,16023,46057,12768,39280,2813,8511,3116,10294,5929,18805
230526,202109,3908,10716,3330,9764,198,476,2426,7234,2624,7710
230530,202109,5662,17304,4764,15575,428,1425,3306,10723,3734,12148
230533,202109,4763,10829,3889,9483,120,272,3228,7768,3348,8040
230535,202109,5375,14679,4552,13298,334,956,3004,8861,3338,9817
230540,202109,16388,43780,14038,40305,291,989,11632,33196,11923,34185
230550,202109,22241,56658,17904,49451,1498,4108,11674,32012,13172,36120
230560,202109,8153,19729,6616,17324,63,237,5694,14781,5757,15018
230565,202109,3211,8664,2691,7723,121,417,2069,5822,2190,6239
230570,202109,3515,8806,2993,8087,86,203,2443,6596,2529,6799
230580,202109,11732,29126,10069,26776,421,1003,8248,21971,8669,22974
230590,202109,9535,26176,7968,23362,487,1482,5859,16723,6346,18205
230600,202109,3923,9631,3108,8252,94,227,2109,5665,2203,5892
230610,202109,6879,18555,6096,17259,461,1213,4792,13544,5253,14757
230620,202109,2190,5733,1703,4815,102,308,1065,2903,1167,3211
230625,202109,8747,23563,7384,21142,1911,5696,2440,7184,4351,12880
230630,202109,11639,32513,10184,29780,1342,3590,6304,18784,7646,22374
230640,202109,28001,83136,25336,78925,1126,4186,20338,62561,21464,66747
230650,202109,5538,14345,4690,12917,117,403,3847,10329,3964,10732
230655,202109,9454,31305,8883,30342,631,2082,7111,24587,7742,26669
230660,202109,6224,18095,5066,16076,127,659,4094,12727,4221,13386
230670,202109,6448,14856,4675,12075,143,393,3709,9344,3852,9737
230680,202109,2783,7373,2336,6592,115,265,1670,4753,1785,5018
230690,202109,7460,21378,6402,19319,395,1342,4124,12243,4519,13585
230700,202109,10817,26618,8761,22922,419,911,6448,16653,6867,17564
230710,202109,7084,21760,6204,19907,722,2142,4030,13033,4752,15175
230720,202109,1972,5626,1619,4960,103,277,1142,3428,1245,3705
230725,202109,4425,12535,3970,11750,395,1240,2471,7233,2866,8473
230730,202109,61074,157547,48006,138272,10791,32737,14572,45480,25363,78217
230740,202109,6318,17156,5358,15626,140,398,4263,12444,4403,12842
230750,202109,8728,22667,7260,20239,165,495,5786,15746,5951,16241
230760,202109,11466,29400,9935,27106,489,1529,7513,19975,8002,21504
230763,202109,5185,13562,4326,12062,106,459,3496,9420,3602,9879
230765,202109,42944,112526,35638,100924,5207,15170,18767,52297,23974,67467
230770,202109,26482,62980,22181,57431,2197,5561,14994,38951,17191,44512
230780,202109,6709,22753,6042,21187,921,2996,3389,12361,4310,15357
230790,202109,3196,8768,2867,8244,103,399,2215,6170,2318,6569
230800,202109,8665,26449,7607,24345,1093,3454,4285,13649,5378,17103
230810,202109,11356,33591,10192,31716,366,1254,7978,24487,8344,25741
230820,202109,3662,11426,3026,10062,250,944,1863,5882,2113,6826
230830,202109,7814,20764,6652,18867,121,468,5491,15171,5612,15639
230835,202109,4370,10144,3382,8621,92,247,2724,6857,2816,7104
230837,202109,3282,9571,2929,8969,116,409,2350,7078,2466,7487
230840,202109,9730,27510,8350,25142,1046,2824,5696,17417,6742,20241
230850,202109,10150,28288,8535,25191,364,1095,6254,18249,6618,19344
230860,202109,5681,13782,4704,12397,58,181,4157,10864,4215,11045
230870,202109,16601,39796,14293,36000,413,1101,11674,28875,12087,29976
230880,202109,2199,6424,2015,6128,42,212,1606,4751,1648,4963
230890,202109,4622,14455,4216,13677,311,1063,3106,9964,3417,11027
230900,202109,3178,8784,2751,7999,159,527,1919,5410,2078,5937
230910,202109,3312,8604,2645,7595,59,256,2131,6117,2190,6373
230920,202109,4945,13400,4147,12143,98,348,3306,9486,3404,9834
230930,202109,7023,18897,5868,16870,284,765,4089,11713,4373,12478
230940,202109,8512,20903,7399,19240,209,466,6208,16101,6417,16567
230945,202109,6783,18840,5793,16996,298,978,4116,11811,4414,12789
230950,202109,6382,15699,5636,14687,121,262,4830,12678,4951,12940
230960,202109,14192,39358,12436,36120,2270,6399,5880,17129,8150,23528
230970,202109,14631,37450,12242,33772,1639,4258,7296,20271,8935,24529
230980,202109,2816,7907,2477,7318,338,928,1581,4827,1919,5755
230990,202109,1727,4711,1424,4125,62,226,1015,2814,1077,3040
231000,202109,2678,6960,2160,5959,93,209,1594,4309,1687,4518
231010,202109,3808,8612,2990,7243,26,93,2620,6169,2646,6262
231020,202109,8560,25243,7637,23525,1291,3556,4477,14319,5768,17875
231025,202109,7944,20851,6912,19182,768,1970,4850,13661,5618,15631
231030,202109,7648,22074,6010,18692,1047,2988,3028,9633,4075,12621
231040,202109,3021,8374,2624,7658,120,328,2060,5934,2180,6262
231050,202109,12242,30243,9996,26353,644,1556,7498,19403,8142,20959
231060,202109,2989,8234,2629,7667,59,164,2189,6402,2248,6566
231070,202109,8337,23398,7172,21361,644,1905,4833,14237,5477,16142
231080,202109,4058,11173,3429,10154,139,520,2597,7524,2736,8044
231085,202109,7168,16650,5708,14960,229,492,4471,11821,4700,12313
231090,202109,4653,11810,3431,9506,105,385,2336,6203,2441,6588
231095,202109,2327,6772,1845,5758,171,523,1204,3756,1375,4279
231100,202109,3369,9393,2742,8204,139,440,2062,6116,2201,6556
231110,202109,3808,10750,3489,10170,134,451,2623,7505,2757,7956
231120,202109,2448,6853,2038,6148,78,255,1485,4434,1563,4689
231123,202109,1993,5030,1669,4479,93,206,1198,3233,1291,3439
231126,202109,5692,15187,4660,13265,296,765,3345,9449,3641,10214
231130,202109,22596,55322,18735,50551,1105,3138,13910,37145,15015,40283
231135,202109,4297,11834,3559,10425,180,536,2515,7297,2695,7833
231140,202109,17147,47043,13845,41432,641,2230,9890,28943,10531,31173
231150,202109,6191,16303,4612,13303,629,1839,1968,5844,2597,7683
231160,202109,6492,19392,5778,18103,790,2308,3292,10675,4082,12983
231170,202109,4711,13030,3920,11555,254,758,2746,7858,3000,8616
231180,202109,15116,41403,12312,35673,2826,7946,4837,14289,7663,22235
231190,202109,4136,11278,3390,9944,75,253,2615,7547,2690,7800
231195,202109,5358,15355,4453,13557,266,843,3228,9777,3494,10620
231200,202109,8025,24130,6996,22090,168,796,5594,17139,5762,17935
231210,202109,5081,14376,4321,13116,149,495,3341,9935,3490,10430
231220,202109,13086,32375,10299,27291,515,1331,7559,19429,8074,20760
231230,202109,9384,29399,8278,27359,582,2060,5991,19926,6573,21986
231240,202109,12017,34081,10579,31410,1744,4899,6203,18773,7947,23672
231250,202109,2205,5466,1452,3850,114,316,865,2211,979,2527
231260,202109,3388,9170,2953,8482,275,718,1987,5900,2262,6618
231270,202109,6528,16709,5229,14571,155,560,3966,10750,4121,11310
231280,202109,1809,5457,1650,5178,91,263,1236,3870,1327,4133
231290,202109,38995,113278,32456,100409,5489,16676,14836,45566,20325,62242
231300,202109,4273,11423,3361,9646,154,491,2317,6476,2471,6967
231310,202109,7860,19470,6233,16517,554,1444,4229,10917,4783,12361
231320,202109,7897,21239,6116,18123,93,369,4872,14224,4965,14593
231325,202109,2588,6438,2128,5769,181,329,1486,4175,1667,4504
231330,202109,10140,28914,8422,25553,1622,4503,4438,14232,6060,18735
231335,202109,5815,15106,4932,13716,70,291,4337,11937,4407,12228
231340,202109,18943,55725,17063,52448,1198,3549,12848,39866,14046,43415
231350,202109,16221,43605,14801,41572,239,806,13331,37141,13570,37947
231355,202109,4550,13107,4103,12286,240,712,3210,9525,3450,10237
231360,202109,7985,23255,6912,21413,298,968,5468,16895,5766,17863
231370,202109,2242,6019,1792,5218,37,109,1366,3956,1403,4065
231375,202109,4386,13377,4007,12760,113,475,3368,10608,3481,11083
231380,202109,6222,16449,5615,15622,192,439,4597,12942,4789,13381
231390,202109,3553,10020,3191,9408,107,383,2380,6829,2487,7212
231395,202109,4327,12124,3600,10969,299,910,2351,7145,2650,8055
231400,202109,9987,28152,8351,25181,250,1050,6330,18678,6580,19728
231410,202109,15234,45971,13905,43806,685,2087,11196,35289,11881,37376
240010,202109,2655,6777,2066,5739,223,601,1199,3298,1422,3899
240020,202109,13146,35677,10980,31864,649,2167,7208,20685,7857,22852
240030,202109,3130,7250,2790,6749,111,297,2415,5780,2526,6077
240040,202109,858,2413,720,2155,30,110,496,1422,526,1532
240050,202109,3471,9053,2789,7835,49,130,2129,5868,2178,5998
240060,202109,1465,3807,1186,3300,22,71,959,2613,981,2684
240070,202109,2294,6375,2049,5850,206,582,1466,4092,1672,4674
240080,202109,3026,7966,2442,6944,72,243,1833,5147,1905,5390
240090,202109,2326,5654,1895,4937,16,41,1581,4068,1597,4109
240100,202109,10686,25522,8509,21723,194,548,6704,16530,6898,17078
240110,202109,4660,12947,3881,11517,180,636,2844,8251,3024,8887
240120,202109,3498,9467,2848,8664,195,589,2029,6322,2224,6911
240130,202109,3860,7739,3178,6859,30,66,2896,6188,2926,6254
240140,202109,1837,5437,1576,4930,174,572,1044,3249,1218,3821
240145,202109,6838,18547,5556,16351,861,2574,3151,9378,4012,11952
240150,202109,996,2791,877,2553,50,148,679,1933,729,2081
240160,202109,1492,4389,1247,3934,35,132,941,2980,976,3112
240165,202109,1006,2675,836,2352,23,89,701,1927,724,2016
240170,202109,2767,7148,2327,6379,234,637,1518,4121,1752,4758
240180,202109,3096,9020,2464,7741,579,1747,1040,3487,1619,5234
240185,202109,1292,3909,1193,3739,56,189,998,3113,1054,3302
240190,202109,1104,3132,948,2877,20,77,795,2432,815,2509
240200,202109,11444,28220,9103,24281,918,2539,5180,13557,6098,16096
240210,202109,3404,8187,2764,7158,22,109,2332,5837,2354,5946
240220,202109,7520,22235,6759,21062,322,1317,5383,16561,5705,17878
240230,202109,5991,14906,4785,12930,233,555,3726,10143,3959,10698
240240,202109,1861,5241,1213,3773,115,363,414,1158,529,1521
240250,202109,3115,7882,2706,7316,68,199,2326,6229,2394,6428
240260,202109,14110,41225,12176,37998,1747,5066,7339,24250,9086,29316
240270,202109,2474,7082,2142,6533,116,341,1569,4927,1685,5268
240280,202109,1773,4396,1477,3915,62,146,1156,3042,1218,3188
240290,202109,1203,3456,979,2966,27,111,691,1978,718,2089
240300,202109,2388,5946,1718,4736,78,209,1059,2870,1137,3079
240310,202109,8698,22694,6842,19392,893,2659,3457,9631,4350,12290
240320,202109,2141,5657,1551,4519,30,124,1171,3258,1201,3382
240325,202109,33152,85810,26483,74441,4338,12452,12307,34306,16645,46758
240330,202109,1852,4932,1421,4123,57,189,978,2710,1035,2899
240340,202109,2030,4583,1650,4024,54,123,1354,3241,1408,3364
240350,202109,2323,5687,2064,5396,38,93,1869,4910,1907,5003
240360,202109,10098,26860,8924,25035,1014,2737,5979,17087,6993,19824
240370,202109,2099,5233,1619,4286,66,176,1147,2948,1213,3124
240375,202109,962,2366,803,2094,26,87,632,1587,658,1674
240380,202109,2284,6385,1706,5123,146,402,950,2841,1096,3243
240390,202109,1080,2535,774,1973,23,42,495,1178,518,1220
240400,202109,1559,3705,1193,3090,35,121,839,2028,874,2149
240410,202109,606,1737,495,1524,45,153,311,909,356,1062
240420,202109,4811,16180,4254,14995,462,1836,2586,8949,3048,10785
240430,202109,3601,8951,2977,7878,173,517,2224,5707,2397,6224
240440,202109,2606,5659,2210,5100,147,283,1752,4072,1899,4355
240450,202109,4709,12452,3686,10570,369,1042,2118,5875,2487,6917
240460,202109,3187,8566,2832,7997,241,703,2231,6290,2472,6993
240470,202109,3674,10952,2766,9058,659,1995,1149,4044,1808,6039
240480,202109,619,1630,417,1190,33,83,195,539,228,622
240485,202109,2277,6147,1836,5377,121,336,1251,3688,1372,4024
240490,202109,1673,4172,1309,3517,82,170,937,2539,1019,2709
240500,202109,2215,5885,1909,5353,109,288,1517,4276,1626,4564
240510,202109,1745,4545,1506,4180,90,266,1187,3267,1277,3533
240520,202109,1591,3688,1217,3187,85,189,880,2401,965,2590
240530,202109,2404,6357,2151,5961,94,265,1784,4872,1878,5137
240540,202109,2407,5822,2121,5383,65,116,1824,4662,1889,4778
240550,202109,747,1990,672,1846,15,62,576,1532,591,1594
240560,202109,3340,8453,2816,7760,281,664,2025,5754,2306,6418
240570,202109,2910,7425,1955,5383,302,804,675,1769,977,2573
240580,202109,8159,23722,7165,21908,638,1792,5571,17276,6209,19068
240590,202109,822,1958,722,1802,8,24,581,1411,589,1435
240600,202109,1880,4955,1384,3957,44,123,925,2546,969,2669
240610,202109,4383,11373,3753,10266,119,344,2900,7783,3019,8127
240615,202109,1300,3282,1049,2844,116,295,707,1891,823,2186
240620,202109,1896,5131,1628,4684,117,284,1278,3713,1395,3997
240630,202109,2134,5782,1922,5426,143,290,1351,3997,1494,4287
240640,202109,987,2569,785,2240,27,93,578,1617,605,1710
240650,202109,4195,11522,3576,10277,240,627,2629,7520,2869,8147
240660,202109,3148,7862,2795,7415,69,182,2521,6711,2590,6893
240670,202109,2581,6991,2065,5962,144,422,1345,3794,1489,4216
240680,202109,1671,4319,1353,3787,74,191,992,2720,1066,2911
240690,202109,1085,2609,850,2220,15,61,686,1720,701,1781
240700,202109,2566,7242,2093,6372,83,261,1584,4767,1667,5028
240710,202109,16995,42458,14287,37940,1667,4310,9206,24275,10873,28585
240720,202109,5426,12988,4655,11903,495,1212,3329,8498,3824,9710
240725,202109,1184,3264,902,2734,38,113,610,1789,648,1902
240730,202109,2362,6390,1881,5449,51,163,1435,4095,1486,4258
240740,202109,1948,5148,1568,4401,51,178,1147,3061,1198,3239
240750,202109,2207,7065,1867,6347,237,830,1048,3616,1285,4446
240760,202109,1751,3872,1262,3145,76,98,973,2488,1049,2586
240770,202109,3302,8988,2788,8255,129,438,2261,6640,2390,7078
240780,202109,4741,13038,3914,11660,558,1604,2365,7264,2923,8868
240790,202109,916,2502,759,2214,15,62,574,1619,589,1681
240800,202109,51778,120222,40309,103113,5147,13063,21305,54425,26452,67488
240810,202109,95509,238937,81162,215795,8600,23503,53793,140266,62393,163769
240820,202109,6063,17447,5241,15977,709,2081,3232,10050,3941,12131
240830,202109,8903,24906,7874,23389,254,948,6484,19092,6738,20040
240840,202109,1122,2730,896,2374,25,63,646,1654,671,1717
240850,202109,1479,3917,1040,2993,66,187,576,1606,642,1793
240860,202109,1400,3614,1055,3006,13,56,814,2214,827,2270
240870,202109,1118,2766,842,2305,150,423,443,1246,593,1669
240880,202109,1327,4109,1165,3793,73,292,870,2767,943,3059
240890,202109,4611,12328,3532,10318,466,1461,1806,5042,2272,6503
240895,202109,2988,8894,2740,8499,230,662,2193,6951,2423,7613
240910,202109,3643,9500,3078,8516,49,164,2520,6824,2569,6988
240920,202109,1045,2628,836,2305,99,197,460,1363,559,1560
240930,202109,3791,8396,3118,7572,240,347,2254,5882,2494,6229
240933,202109,1716,4170,1450,3793,34,124,1266,3255,1300,3379
240940,202109,6288,15233,4895,12849,603,1532,2757,7127,3360,8659
240950,202109,1139,3267,985,2987,32,122,795,2349,827,2471
240960,202109,695,2098,623,1954,21,63,487,1504,508,1567
240970,202109,1921,4853,1541,4207,61,215,1261,3354,1322,3569
240980,202109,3410,9891,3008,9186,102,445,2447,7321,2549,7766
240990,202109,2731,7373,2409,6783,237,735,1718,4656,1955,5391
241000,202109,973,2485,767,2118,28,68,575,1555,603,1623
241010,202109,2920,8987,2648,8422,175,603,1946,6136,2121,6739
241020,202109,2240,5769,1696,4714,92,257,1158,3102,1250,3359
241025,202109,1843,5129,1475,4471,37,151,1080,3203,1117,3354
241030,202109,2518,7781,2024,6735,239,779,1273,4276,1512,5055
241040,202109,2322,7133,2024,6613,78,364,1588,5144,1666,5508
241050,202109,1441,3923,1167,3432,32,112,850,2429,882,2541
